district,partisan_lean (%),state_name,Republican/lean Rep.,No lean,Democrat/lean Dem.,lean sample size,firearm ownership,firearm ownership margin of error,has_gun_in_house_True,has_gun_in_house_False,is_gun_owner_True,is_gun_owner_False,political_lean_center,political_lean_right,political_lean_left,lean_sum,right_only_flag,body,model
GA-11,-24.05728,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.6202864,0.3797136,0.0,0.0,house,without_center
GA-12,-16.87351,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.58436755,0.41563245,0.0,0.0,house,without_center
GA-13,52.45722,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.23771389999999998,0.7622861000000001,0.0,0.0,house,without_center
GA-14,-45.16958,Georgia,0.41,0.18,0.41,968.0,0.377,0.028,0.377,0.623,0.377,0.623,0.0,0.7258479,0.2741521,0.0,0.0,house,without_center
HI-1,31.94248,Hawaii,0.28,0.2,0.51,312.0,0.091,0.032,0.091,0.909,0.091,0.909,0.0,0.3402876,0.6597124,0.0,0.0,house,without_center
HI-2,31.68955,Hawaii,0.28,0.2,0.51,312.0,0.091,0.032,0.091,0.909,0.091,0.909,0.0,0.34155225,0.65844775,0.0,0.0,house,without_center
IA-1,-3.941143,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.0,0.519705715,0.480294285,0.0,0.0,house,without_center
IA-2,-5.458609,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.0,0.527293045,0.472706955,0.0,0.0,house,without_center
IA-3,-2.251076,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.0,0.51125538,0.48874462,0.0,0.0,house,without_center
IA-4,-27.31831,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.0,0.63659155,0.36340845,0.0,0.0,house,without_center
ID-1,-45.50601,Idaho,0.49,0.19,0.32,320.0,0.578,0.032,0.578,0.42200000000000004,0.578,0.42200000000000004,0.0,0.72753005,0.27246994999999996,0.0,0.0,house,without_center
ID-2,-26.67605,Idaho,0.49,0.19,0.32,320.0,0.578,0.032,0.578,0.42200000000000004,0.578,0.42200000000000004,0.0,0.63338025,0.36661975,0.0,0.0,house,without_center
IL-1,40.62955,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.29685225,0.7031477500000001,0.0,0.0,house,without_center
IL-2,36.84659,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.31576705,0.68423295,0.0,0.0,house,without_center
IL-3,38.57446,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.3071277,0.6928723,0.0,0.0,house,without_center
IL-4,43.97005,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.28014975,0.71985025,0.0,0.0,house,without_center
IL-5,35.36106,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.3231947,0.6768053,0.0,0.0,house,without_center
IL-6,6.162658,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.46918671,0.53081329,0.0,0.0,house,without_center
IL-7,70.00192,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.14999040000000002,0.8500095999999999,0.0,0.0,house,without_center
IL-8,11.67969,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.44160155,0.55839845,0.0,0.0,house,without_center
IL-9,37.83539,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.31082305,0.68917695,0.0,0.0,house,without_center
IL-10,20.95613,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.39521934999999997,0.60478065,0.0,0.0,house,without_center
IL-11,9.961191,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.450194045,0.549805955,0.0,0.0,house,without_center
IL-12,-46.41387,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.73206935,0.26793065,0.0,0.0,house,without_center
IL-13,6.505558,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.46747221,0.5325277900000001,0.0,0.0,house,without_center
IL-14,6.49219,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.46753905,0.53246095,0.0,0.0,house,without_center
IL-15,-42.4285,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.7121425,0.2878575,0.0,0.0,house,without_center
IL-16,-25.93611,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.62968055,0.37031945,0.0,0.0,house,without_center
IL-17,3.546824,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.48226588,0.51773412,0.0,0.0,house,without_center
IN-1,6.346558,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.0,0.46826721,0.53173279,0.0,0.0,house,without_center
IN-2,-26.09934,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.0,0.6304967,0.3695033,0.0,0.0,house,without_center
IN-3,-34.17117,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.0,0.6708558499999999,0.32914415,0.0,0.0,house,without_center
IN-4,-33.35265,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.0,0.66676325,0.33323675,0.0,0.0,house,without_center
IN-5,-21.72354,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.0,0.6086177,0.3913823,0.0,0.0,house,without_center
IN-6,-36.74424,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.0,0.6837212,0.31627879999999997,0.0,0.0,house,without_center
IN-7,36.96736,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.0,0.3151632,0.6848368,0.0,0.0,house,without_center
IN-8,-35.82268,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.0,0.6791134,0.3208866,0.0,0.0,house,without_center
IN-9,-30.11917,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.0,0.65059585,0.34940415,0.0,0.0,house,without_center
KS-1,-34.44489,Kansas,0.46,0.23,0.31,307.0,0.423,0.028,0.423,0.577,0.423,0.577,0.0,0.67222445,0.32777555,0.0,0.0,house,without_center
KS-2,-20.91362,Kansas,0.46,0.23,0.31,307.0,0.423,0.028,0.423,0.577,0.423,0.577,0.0,0.6045681,0.3954319,0.0,0.0,house,without_center
KS-3,-3.199989,Kansas,0.46,0.23,0.31,307.0,0.423,0.028,0.423,0.577,0.423,0.577,0.0,0.515999945,0.484000055,0.0,0.0,house,without_center
KS-4,-27.53099,Kansas,0.46,0.23,0.31,307.0,0.423,0.028,0.423,0.577,0.423,0.577,0.0,0.6376549499999999,0.36234505,0.0,0.0,house,without_center
KY-1,-43.40771,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.0,0.71703855,0.28296145,0.0,0.0,house,without_center
KY-2,-37.63331,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.0,0.68816655,0.31183344999999996,0.0,0.0,house,without_center
KY-3,20.47426,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.0,0.3976287,0.6023712999999999,0.0,0.0,house,without_center
KY-4,-33.69741,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.0,0.66848705,0.33151295000000003,0.0,0.0,house,without_center
KY-5,-59.78954,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.0,0.7989477,0.20105229999999996,0.0,0.0,house,without_center
KY-6,-13.11894,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.475,0.525,0.475,0.0,0.5655947,0.4344053,0.0,0.0,house,without_center
LA-1,-40.22432,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.0,0.7011216,0.2988784,0.0,0.0,house,without_center
LA-2,55.67659,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.0,0.22161705000000004,0.7783829499999999,0.0,0.0,house,without_center
LA-3,-42.79865,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.0,0.71399325,0.28600675,0.0,0.0,house,without_center
LA-4,-33.83772,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.0,0.6691886,0.3308114,0.0,0.0,house,without_center
LA-5,-34.14235,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.0,0.6707117499999999,0.32928825,0.0,0.0,house,without_center
LA-6,-22.77275,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.477,0.523,0.477,0.0,0.6138637499999999,0.38613625,0.0,0.0,house,without_center
MA-1,21.63849,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.0,0.39180755,0.60819245,0.0,0.0,house,without_center
MA-2,29.77662,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.0,0.35111689999999995,0.6488831,0.0,0.0,house,without_center
MA-3,26.28056,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.0,0.36859719999999996,0.6314028,0.0,0.0,house,without_center
MA-4,27.75373,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.0,0.36123135,0.63876865,0.0,0.0,house,without_center
MA-5,49.79446,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.0,0.25102769999999996,0.7489723,0.0,0.0,house,without_center
MA-6,26.04362,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.0,0.3697819,0.6302181,0.0,0.0,house,without_center
MA-7,73.41786,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.0,0.1329107,0.8670893,0.0,0.0,house,without_center
MA-8,34.05433,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.0,0.32972835,0.67027165,0.0,0.0,house,without_center
MA-9,16.72963,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.91,0.09,0.91,0.0,0.41635184999999997,0.58364815,0.0,0.0,house,without_center
MD-1,-25.06874,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.0,0.6253437,0.3746563,0.0,0.0,house,without_center
MD-2,10.99566,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.0,0.44502169999999996,0.5549783,0.0,0.0,house,without_center
MD-3,14.18876,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.0,0.4290562,0.5709438,0.0,0.0,house,without_center
MD-4,74.8873,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.0,0.1255635,0.8744365000000001,0.0,0.0,house,without_center
MD-5,27.6208,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.0,0.361896,0.638104,0.0,0.0,house,without_center
MD-6,-0.9533374,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.0,0.504766687,0.495233313,0.0,0.0,house,without_center
MD-7,54.88766,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.0,0.22556170000000003,0.7744382999999999,0.0,0.0,house,without_center
MD-8,52.80023,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.0,0.23599884999999998,0.76400115,0.0,0.0,house,without_center
ME-1,16.01526,Maine,0.36,0.17,0.47,303.0,0.477,0.032,0.477,0.523,0.477,0.523,0.0,0.4199237,0.5800763,0.0,0.0,house,without_center
ME-2,-10.29927,Maine,0.36,0.17,0.47,303.0,0.477,0.032,0.477,0.523,0.477,0.523,0.0,0.55149635,0.44850365000000003,0.0,0.0,house,without_center
MI-1,-23.75547,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.61877735,0.38122265,0.0,0.0,house,without_center
MI-2,-31.02191,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.6551095499999999,0.34489045,0.0,0.0,house,without_center
MI-3,2.744693,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.486276535,0.513723465,0.0,0.0,house,without_center
MI-4,-8.712607,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.543563035,0.456436965,0.0,0.0,house,without_center
MI-5,-27.44294,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.6372147,0.3627853,0.0,0.0,house,without_center
MI-6,21.13806,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.3943097,0.6056903,0.0,0.0,house,without_center
MI-7,-3.487974,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.51743987,0.48256013,0.0,0.0,house,without_center
MI-8,-1.201374,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.50600687,0.49399313,0.0,0.0,house,without_center
MI-9,-33.46297,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.66731485,0.33268515,0.0,0.0,house,without_center
MI-10,-5.404607,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.527023035,0.47297696499999997,0.0,0.0,house,without_center
MI-11,14.86063,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.42569685,0.57430315,0.0,0.0,house,without_center
MI-12,43.95626,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.2802187,0.7197813,0.0,0.0,house,without_center
MI-13,45.90776,Michigan,0.34,0.19,0.47,982.0,0.389,0.028,0.389,0.611,0.389,0.611,0.0,0.27046119999999996,0.7295388,0.0,0.0,house,without_center
MN-1,-13.93831,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.0,0.5696915499999999,0.43030845,0.0,0.0,house,without_center
MN-2,1.158694,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.0,0.49420653,0.50579347,0.0,0.0,house,without_center
MN-3,14.35376,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.0,0.42823120000000003,0.5717688,0.0,0.0,house,without_center
MN-4,32.09563,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.0,0.33952185,0.66047815,0.0,0.0,house,without_center
MN-5,57.11019,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.0,0.21444904999999997,0.78555095,0.0,0.0,house,without_center
MN-6,-22.85337,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.0,0.61426685,0.38573314999999997,0.0,0.0,house,without_center
MN-7,-36.62228,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.0,0.6831114,0.31688859999999996,0.0,0.0,house,without_center
MN-8,-14.93217,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.0,0.57466085,0.42533915,0.0,0.0,house,without_center
MO-1,52.22362,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.0,0.23888190000000004,0.7611181,0.0,0.0,house,without_center
MO-2,-15.00905,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.0,0.5750452500000001,0.42495475,0.0,0.0,house,without_center
MO-3,-32.49918,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.0,0.6624959,0.3375041,0.0,0.0,house,without_center
MO-4,-44.84298,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.0,0.7242149,0.2757851,0.0,0.0,house,without_center
MO-5,19.79319,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.0,0.40103405000000003,0.59896595,0.0,0.0,house,without_center
MO-6,-42.23775,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.0,0.71118875,0.28881125,0.0,0.0,house,without_center
MO-7,-47.12061,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.0,0.73560305,0.26439694999999996,0.0,0.0,house,without_center
MO-8,-55.91422,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.0,0.7795711000000001,0.22042889999999998,0.0,0.0,house,without_center
MS-1,-34.88673,Mississippi,0.44,0.14,0.42,309.0,0.541,0.028,0.541,0.45899999999999996,0.541,0.45899999999999996,0.0,0.67443365,0.32556635,0.0,0.0,house,without_center
MS-2,23.13287,Mississippi,0.44,0.14,0.42,309.0,0.541,0.028,0.541,0.45899999999999996,0.541,0.45899999999999996,0.0,0.38433565000000003,0.61566435,0.0,0.0,house,without_center
MS-3,-28.1043,Mississippi,0.44,0.14,0.42,309.0,0.541,0.028,0.541,0.45899999999999996,0.541,0.45899999999999996,0.0,0.6405215,0.35947850000000003,0.0,0.0,house,without_center
MS-4,-41.94463,Mississippi,0.44,0.14,0.42,309.0,0.541,0.028,0.541,0.45899999999999996,0.541,0.45899999999999996,0.0,0.70972315,0.29027685000000003,0.0,0.0,house,without_center
MT-1,-9.988488,Montana,0.49,0.21,0.3,312.0,0.65,0.032,0.65,0.35,0.65,0.35,0.0,0.54994244,0.45005755999999997,0.0,0.0,house,without_center
MT-2,-29.68839,Montana,0.49,0.21,0.3,312.0,0.65,0.032,0.65,0.35,0.65,0.35,0.0,0.64844195,0.35155805,0.0,0.0,house,without_center
NC-1,5.35866,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.4732067,0.5267933,0.0,0.0,house,without_center
NC-2,23.77732,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.3811134,0.6188866,0.0,0.0,house,without_center
NC-3,-28.28144,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.6414072,0.3585928,0.0,0.0,house,without_center
NC-4,30.43603,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.34781985000000004,0.65218015,0.0,0.0,house,without_center
NC-5,-23.77597,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.61887985,0.38112015,0.0,0.0,house,without_center
NC-6,9.195594,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.45402203,0.54597797,0.0,0.0,house,without_center
NC-7,-15.33564,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.5766782,0.42332179999999997,0.0,0.0,house,without_center
NC-8,-37.57974,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.6878987,0.3121013,0.0,0.0,house,without_center
NC-9,-10.55237,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.55276185,0.44723815,0.0,0.0,house,without_center
NC-10,-42.30114,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.7115057,0.2884943,0.0,0.0,house,without_center
NC-11,-14.19994,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.5709997,0.4290003,0.0,0.0,house,without_center
NC-12,25.35399,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.37323005,0.62676995,0.0,0.0,house,without_center
NC-13,-2.271673,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.511358365,0.488641635,0.0,0.0,house,without_center
NC-14,11.45646,North Carolina,0.41,0.17,0.43,1022.0,0.371,0.028,0.371,0.629,0.371,0.629,0.0,0.4427177,0.5572823,0.0,0.0,house,without_center
ND-1,-37.06978,North Dakota,0.5,0.18,0.33,338.0,0.533,0.032,0.533,0.46699999999999997,0.533,0.46699999999999997,0.0,0.6853489,0.31465109999999996,0.0,0.0,house,without_center
NE-1,-16.99171,Nebraska,0.47,0.17,0.36,312.0,0.392,0.028,0.392,0.608,0.392,0.608,0.0,0.58495855,0.41504145,0.0,0.0,house,without_center
