district,partisan_lean (%),state_name,Republican/lean Rep.,No lean,Democrat/lean Dem.,lean sample size,firearm ownership,firearm ownership margin of error,has_gun_in_house_True,has_gun_in_house_False,is_gun_owner_True,is_gun_owner_False,political_lean_center,political_lean_right,political_lean_left,lean_sum,right_only_flag,body,model
TX-15,-0.0693792,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.500346896,0.499653104,0.0,0.0,house,without_center
TX-16,32.62066,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.3368967,0.6631033,0.0,0.0,house,without_center
TX-17,-27.51198,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.6375599000000001,0.3624401,0.0,0.0,house,without_center
TX-18,42.68352,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.2865824,0.7134176,0.0,0.0,house,without_center
TX-19,-53.77625,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.76888125,0.23111875000000004,0.0,0.0,house,without_center
TX-20,26.46199,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.36769005,0.63230995,0.0,0.0,house,without_center
TX-21,-24.89041,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.62445205,0.37554795,0.0,0.0,house,without_center
TX-22,-24.11781,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.62058905,0.37941095,0.0,0.0,house,without_center
TX-23,-13.26878,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.5663439,0.4336561,0.0,0.0,house,without_center
TX-24,-22.75551,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.61377755,0.38622245,0.0,0.0,house,without_center
TX-25,-30.46035,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.65230175,0.34769825,0.0,0.0,house,without_center
TX-26,-26.55441,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.63277205,0.36722794999999997,0.0,0.0,house,without_center
TX-27,-28.26985,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.64134925,0.35865075,0.0,0.0,house,without_center
TX-28,6.08272,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.4695864,0.5304136,0.0,0.0,house,without_center
TX-29,35.00082,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.3249959,0.6750041,0.0,0.0,house,without_center
TX-30,50.44692,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.24776540000000002,0.7522346,0.0,0.0,house,without_center
TX-31,-27.78261,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.63891305,0.36108695,0.0,0.0,house,without_center
TX-32,24.14752,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.3792624,0.6207376,0.0,0.0,house,without_center
TX-33,43.78645,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.28106774999999995,0.71893225,0.0,0.0,house,without_center
TX-34,16.98242,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.4150879,0.5849121,0.0,0.0,house,without_center
TX-35,37.71552,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.3114224,0.6885776,0.0,0.0,house,without_center
TX-36,-35.29595,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.6764797499999999,0.32352025,0.0,0.0,house,without_center
TX-37,43.85196,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.2807402,0.7192598,0.0,0.0,house,without_center
TX-38,-27.06054,Texas,0.39,0.21,0.4,2535.0,0.355,0.028,0.355,0.645,0.355,0.645,0.0,0.6353027,0.3646973,0.0,0.0,house,without_center
UT-1,-24.473,Utah,0.54,0.16,0.3,315.0,0.397,0.028,0.397,0.603,0.397,0.603,0.0,0.6223650000000001,0.377635,0.0,0.0,house,without_center
UT-2,-23.21043,Utah,0.54,0.16,0.3,315.0,0.397,0.028,0.397,0.603,0.397,0.603,0.0,0.61605215,0.38394785,0.0,0.0,house,without_center
UT-3,-26.02263,Utah,0.54,0.16,0.3,315.0,0.397,0.028,0.397,0.603,0.397,0.603,0.0,0.63011315,0.36988685,0.0,0.0,house,without_center
UT-4,-30.4835,Utah,0.54,0.16,0.3,315.0,0.397,0.028,0.397,0.603,0.397,0.603,0.0,0.6524175,0.3475825,0.0,0.0,house,without_center
VA-1,-14.65879,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.57329395,0.42670605,0.0,0.0,house,without_center
VA-2,-6.693087,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.533465435,0.466534565,0.0,0.0,house,without_center
VA-3,31.38345,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.34308275,0.65691725,0.0,0.0,house,without_center
VA-4,29.15058,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.3542471,0.6457529,0.0,0.0,house,without_center
VA-5,-14.89142,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.5744571,0.4255429,0.0,0.0,house,without_center
VA-6,-28.83605,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.64418025,0.35581975,0.0,0.0,house,without_center
VA-7,1.365047,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.493174765,0.506825235,0.0,0.0,house,without_center
VA-8,48.51135,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.25744325,0.74255675,0.0,0.0,house,without_center
VA-9,-47.12505,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.73562525,0.26437475,0.0,0.0,house,without_center
VA-10,6.80068,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.4659966,0.5340034,0.0,0.0,house,without_center
VA-11,32.06858,Virginia,0.43,0.18,0.39,882.0,0.353,0.028,0.353,0.647,0.353,0.647,0.0,0.33965710000000005,0.6603429,0.0,0.0,house,without_center
VT-1,27.77973,Vermont,0.29,0.14,0.57,306.0,0.503,0.028,0.503,0.497,0.503,0.497,0.0,0.36110135,0.63889865,0.0,0.0,house,without_center
WA-1,22.98378,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.0,0.3850811,0.6149188999999999,0.0,0.0,house,without_center
WA-2,15.78128,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.0,0.4210936,0.5789064,0.0,0.0,house,without_center
WA-3,-11.21785,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.0,0.55608925,0.44391075,0.0,0.0,house,without_center
WA-4,-24.55468,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.0,0.6227734,0.37722659999999997,0.0,0.0,house,without_center
WA-5,-16.67488,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.0,0.5833744000000001,0.4166256,0.0,0.0,house,without_center
WA-6,9.750251,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.0,0.451248745,0.548751255,0.0,0.0,house,without_center
WA-7,68.03828,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.0,0.15980860000000002,0.8401913999999999,0.0,0.0,house,without_center
WA-8,0.2929841,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.0,0.4985350795,0.5014649205,0.0,0.0,house,without_center
WA-9,38.41735,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.0,0.30791325,0.69208675,0.0,0.0,house,without_center
WA-10,10.39405,Washington,0.33,0.23,0.44,714.0,0.321,0.028,0.321,0.679,0.321,0.679,0.0,0.44802975,0.55197025,0.0,0.0,house,without_center
WI-1,-6.193876,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.0,0.53096938,0.46903062,0.0,0.0,house,without_center
WI-2,36.34102,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.0,0.3182949,0.6817051000000001,0.0,0.0,house,without_center
WI-3,-8.386776,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.0,0.54193388,0.45806612,0.0,0.0,house,without_center
WI-4,47.85919,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.0,0.26070405,0.73929595,0.0,0.0,house,without_center
WI-5,-28.14144,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.0,0.6407072,0.35929279999999997,0.0,0.0,house,without_center
WI-6,-20.01838,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.0,0.6000919,0.3999081,0.0,0.0,house,without_center
WI-7,-23.92584,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.0,0.6196292,0.3803708,0.0,0.0,house,without_center
WI-8,-19.91714,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.0,0.5995857,0.4004143,0.0,0.0,house,without_center
WV-1,-34.6786,West Virginia,0.43,0.16,0.41,309.0,0.6,0.028,0.6,0.4,0.6,0.4,0.0,0.673393,0.326607,0.0,0.0,house,without_center
WV-2,-34.0883,West Virginia,0.43,0.16,0.41,309.0,0.6,0.028,0.6,0.4,0.6,0.4,0.0,0.6704415,0.3295585,0.0,0.0,house,without_center
WY-1,-49.86651,Wyoming,0.57,0.18,0.25,316.0,0.607,0.032,0.607,0.393,0.607,0.393,0.0,0.74933255,0.25066745,0.0,0.0,house,without_center
Alabama,-29.728437142857143,Alabama,0.52,0.13,0.35000000000000003,511.0,0.528,0.028,0.528,0.472,0.528,0.472,0.0,0.6486421857142857,0.3513578142857143,0.0,0.0,senate,without_center
Alaska,-14.6111,Alaska,0.39,0.29,0.32,310.0,0.572,0.032,0.572,0.42800000000000005,0.572,0.42800000000000005,0.0,0.5730554999999999,0.4269445,0.0,0.0,senate,without_center
Arizona,-3.824957222222222,Arizona,0.4,0.21,0.39,653.0,0.36,0.028,0.36,0.64,0.36,0.64,0.0,0.5191247861111111,0.4808752138888889,0.0,0.0,senate,without_center
Arkansas,-31.9002125,Arkansas,0.46,0.16,0.38,311.0,0.518,0.028,0.518,0.482,0.518,0.482,0.0,0.6595010625,0.3404989375,0.0,0.0,senate,without_center
California,26.20730242307693,California,0.30000000000000004,0.21000000000000008,0.48999999999999994,3697.0,0.163,0.028000000000000004,0.163,0.8370000000000002,0.163,0.8370000000000002,0.0,0.36896348788461536,0.6310365121153846,0.0,0.0,senate,without_center
Colorado,6.323284500000001,Colorado,0.41,0.17,0.42,504.0,0.379,0.028,0.379,0.621,0.379,0.621,0.0,0.46838357750000004,0.5316164225,0.0,0.0,senate,without_center
Connecticut,12.2597628,Connecticut,0.32,0.18,0.5,377.0,0.188,0.028000000000000004,0.188,0.812,0.188,0.812,0.0,0.438701186,0.5612988139999999,0.0,0.0,senate,without_center
Delaware,13.92317,Delaware,0.29,0.17,0.55,301.0,0.387,0.028,0.387,0.613,0.387,0.613,0.0,0.43038414999999997,0.56961585,0.0,0.0,senate,without_center
Florida,-6.056758939285714,Florida,0.36999999999999983,0.19000000000000009,0.43999999999999995,2020.0,0.288,0.028000000000000004,0.288,0.712,0.288,0.712,0.0,0.5302837946964286,0.46971620530357144,0.0,0.0,senate,without_center
Georgia,-6.901201785714286,Georgia,0.41000000000000003,0.18,0.41000000000000003,968.0,0.3769999999999999,0.028000000000000008,0.3769999999999999,0.623,0.3769999999999999,0.623,0.0,0.5345060089285715,0.4654939910714285,0.0,0.0,senate,without_center
Hawaii,31.816015,Hawaii,0.28,0.2,0.51,312.0,0.091,0.032,0.091,0.909,0.091,0.909,0.0,0.340919925,0.659080075,0.0,0.0,senate,without_center
Idaho,-36.09103,Idaho,0.49,0.19,0.32,320.0,0.578,0.032,0.578,0.42200000000000004,0.578,0.42200000000000004,0.0,0.68045515,0.31954485,0.0,0.0,senate,without_center
Illinois,14.926163588235294,Illinois,0.33,0.19,0.48,1326.0,0.226,0.028,0.226,0.774,0.226,0.774,0.0,0.42536918205882346,0.5746308179411765,0.0,0.0,senate,without_center
Indiana,-19.413207999999997,Indiana,0.42,0.2,0.37,654.0,0.424,0.028,0.424,0.5760000000000001,0.424,0.5760000000000001,0.0,0.5970660400000001,0.40293396,0.0,0.0,senate,without_center
Iowa,-9.7422845,Iowa,0.41,0.19,0.4,330.0,0.385,0.032,0.385,0.615,0.385,0.615,0.0,0.5487114224999999,0.45128857749999995,0.0,0.0,senate,without_center
Kansas,-21.52237225,Kansas,0.46,0.23,0.31,307.0,0.423,0.028,0.423,0.577,0.423,0.577,0.0,0.60761186125,0.39238813875,0.0,0.0,senate,without_center
Kentucky,-27.86210833333334,Kentucky,0.44,0.13,0.43,439.0,0.525,0.028,0.525,0.47500000000000003,0.525,0.47500000000000003,0.0,0.6393105416666667,0.3606894583333333,0.0,0.0,senate,without_center
Louisiana,-19.6832,Louisiana,0.41,0.16,0.43,465.0,0.523,0.028,0.523,0.4769999999999999,0.523,0.4769999999999999,0.0,0.598416,0.40158399999999994,0.0,0.0,senate,without_center
Maine,2.8579950000000007,Maine,0.36,0.17,0.47,303.0,0.477,0.032,0.477,0.523,0.477,0.523,0.0,0.485710025,0.5142899750000001,0.0,0.0,senate,without_center
Maryland,26.169791575,Maryland,0.31,0.14,0.55,644.0,0.167,0.028,0.167,0.833,0.167,0.833,0.0,0.369151042125,0.630848957875,0.0,0.0,senate,without_center
Massachusetts,33.94325555555556,Massachusetts,0.27,0.17,0.56,704.0,0.09,0.028,0.09,0.9099999999999999,0.09,0.9099999999999999,0.0,0.33028372222222224,0.6697162777777778,0.0,0.0,senate,without_center
Michigan,-0.4524960769230759,Michigan,0.33999999999999997,0.18999999999999997,0.46999999999999986,982.0,0.3890000000000001,0.028000000000000008,0.3890000000000001,0.6109999999999999,0.3890000000000001,0.6109999999999999,0.0,0.5022624803846154,0.4977375196153847,0.0,0.0,senate,without_center
Minnesota,2.0465180000000007,Minnesota,0.39,0.15,0.46,563.0,0.391,0.028,0.391,0.609,0.391,0.609,0.0,0.48976741,0.51023259,0.0,0.0,senate,without_center
Mississippi,-20.450697499999997,Mississippi,0.44,0.14,0.42,309.0,0.541,0.028,0.541,0.45899999999999996,0.541,0.45899999999999996,0.0,0.6022534875,0.39774651250000004,0.0,0.0,senate,without_center
Missouri,-20.700872500000003,Missouri,0.41,0.18,0.42,642.0,0.528,0.028,0.528,0.472,0.528,0.472,0.0,0.6035043625000001,0.3964956375,0.0,0.0,senate,without_center
Montana,-19.838439,Montana,0.49,0.21,0.3,312.0,0.65,0.032,0.65,0.35,0.65,0.35,0.0,0.5991921950000001,0.400807805,0.0,0.0,senate,without_center
Nebraska,-25.36994266666667,Nebraska,0.47,0.17,0.36000000000000004,312.0,0.39200000000000007,0.028,0.39200000000000007,0.608,0.39200000000000007,0.608,0.0,0.6268497133333333,0.3731502866666667,0.0,0.0,senate,without_center
Nevada,-0.6144990000000004,Nevada,0.37,0.18,0.46,314.0,0.329,0.028,0.329,0.671,0.329,0.671,0.0,0.5030724950000001,0.496927505,0.0,0.0,senate,without_center
New Hampshire,0.5904515000000001,New Hampshire,0.35,0.2,0.44,303.0,0.463,0.032,0.463,0.5369999999999999,0.463,0.5369999999999999,0.0,0.4970477425,0.5029522575,0.0,0.0,senate,without_center
New Jersey,13.712385416666665,New Jersey,0.29999999999999993,0.18999999999999997,0.5099999999999999,886.0,0.08899999999999998,0.028000000000000008,0.08899999999999998,0.9109999999999999,0.08899999999999998,0.9109999999999999,0.0,0.43143807291666664,0.5685619270833334,0.0,0.0,senate,without_center
New Mexico,6.736776666666667,New Mexico,0.36999999999999994,0.15,0.48,312.0,0.359,0.028,0.359,0.641,0.359,0.641,0.0,0.46631611666666667,0.5336838833333334,0.0,0.0,senate,without_center
New York,24.14749506538461,New York,0.28,0.19000000000000006,0.53,1966.0,0.145,0.028000000000000004,0.145,0.855,0.145,0.855,0.0,0.379262524673077,0.620737475326923,0.0,0.0,senate,without_center
North Carolina,-4.908561357142858,North Carolina,0.41000000000000003,0.16999999999999998,0.4299999999999999,1022.0,0.37100000000000005,0.028000000000000008,0.37100000000000005,0.6289999999999998,0.37100000000000005,0.6289999999999998,0.0,0.5245428067857143,0.47545719321428576,0.0,0.0,senate,without_center
North Dakota,-37.06978,North Dakota,0.5,0.18,0.33,338.0,0.533,0.032,0.533,0.46699999999999997,0.533,0.46699999999999997,0.0,0.6853489,0.31465109999999996,0.0,0.0,senate,without_center
Ohio,-11.706232933333334,Ohio,0.42,0.18000000000000002,0.40000000000000013,1132.0,0.4189999999999998,0.02800000000000001,0.4189999999999998,0.5809999999999997,0.4189999999999998,0.5809999999999997,0.0,0.5585311646666667,0.4414688353333333,0.0,0.0,senate,without_center
Oklahoma,-37.782835999999996,Oklahoma,0.45,0.15,0.4,391.0,0.549,0.028000000000000004,0.549,0.45099999999999996,0.549,0.45099999999999996,0.0,0.68891418,0.31108582,0.0,0.0,senate,without_center
Oregon,11.517054,Oregon,0.32,0.21,0.4699999999999999,419.0,0.414,0.032,0.414,0.5860000000000002,0.414,0.5860000000000002,0.0,0.44241473000000003,0.55758527,0.0,0.0,senate,without_center
Pennsylvania,-3.0848981705882363,Pennsylvania,0.39,0.15,0.46,1366.0,0.402,0.028,0.402,0.598,0.402,0.598,0.0,0.5154244908529412,0.48457550914705877,0.0,0.0,senate,without_center
Rhode Island,24.077325000000002,Rhode Island,0.3,0.22,0.48,305.0,0.139,0.028,0.139,0.861,0.139,0.861,0.0,0.37961337500000003,0.620386625,0.0,0.0,senate,without_center
South Carolina,-19.295045714285717,South Carolina,0.43000000000000005,0.17999999999999997,0.39000000000000007,495.0,0.45000000000000007,0.028,0.45000000000000007,0.5499999999999999,0.45000000000000007,0.5499999999999999,0.0,0.5964752285714285,0.4035247714285714,0.0,0.0,senate,without_center
South Dakota,-32.0032,South Dakota,0.53,0.1,0.37,305.0,0.55,0.028,0.55,0.44999999999999996,0.55,0.44999999999999996,0.0,0.6600159999999999,0.339984,0.0,0.0,senate,without_center
Tennessee,-28.025643333333335,Tennessee,0.48000000000000004,0.15,0.36,661.0,0.46900000000000003,0.028,0.46900000000000003,0.531,0.46900000000000003,0.531,0.0,0.6401282166666666,0.35987178333333336,0.0,0.0,senate,without_center
Texas,-7.7256518210526295,Texas,0.3900000000000001,0.21,0.4000000000000001,2535.0,0.35500000000000004,0.028,0.35500000000000004,0.6449999999999999,0.35500000000000004,0.6449999999999999,0.0,0.5386282591052631,0.46137174089473687,0.0,0.0,senate,without_center
Utah,-26.04739,Utah,0.54,0.16,0.3,315.0,0.397,0.028,0.397,0.603,0.397,0.603,0.0,0.63023695,0.36976305,0.0,0.0,senate,without_center
Vermont,27.77973,Vermont,0.29,0.14,0.57,306.0,0.503,0.028,0.503,0.497,0.503,0.497,0.0,0.36110135,0.63889865,0.0,0.0,senate,without_center
Virginia,3.3704809090909085,Virginia,0.42999999999999994,0.17999999999999997,0.39,882.0,0.3529999999999999,0.028000000000000004,0.3529999999999999,0.6470000000000001,0.3529999999999999,0.6470000000000001,0.0,0.4831475954545455,0.5168524045454546,0.0,0.0,senate,without_center
Washington,11.32105651,Washington,0.33,0.23000000000000004,0.44000000000000006,714.0,0.32100000000000006,0.028000000000000004,0.32100000000000006,0.679,0.32100000000000006,0.679,0.0,0.44339471745000003,0.55660528255,0.0,0.0,senate,without_center
West Virginia,-34.383449999999996,West Virginia,0.43,0.16,0.41,309.0,0.6,0.028,0.6,0.4,0.6,0.4,0.0,0.67191725,0.32808275,0.0,0.0,senate,without_center
Wisconsin,-2.7979052499999995,Wisconsin,0.42,0.16,0.42,600.0,0.471,0.028,0.471,0.529,0.471,0.529,0.0,0.51398952625,0.48601047375,0.0,0.0,senate,without_center
Wyoming,-49.86651,Wyoming,0.57,0.18,0.25,316.0,0.607,0.032,0.607,0.393,0.607,0.393,0.0,0.74933255,0.25066745,0.0,0.0,senate,without_center
